,CHF1,EUR1,USD1,EUR2,USD2
2015-06-13,1.06439623,1.110165,1,1.110165,1
2015-06-14,1.06314554,1.12795,1,1.12795,1
2015-06-15,1.07819622,1.129285,1,1.129285,1
2015-06-16,1.07509569,1.13105,1,1.13105,1
2015-06-17,1.07274272,1.12465,1,1.12465,1
2015-06-18,1.07091037,1.126,1,1.126,1
2015-06-19,1.07754593,1.126,1,1.126,1
2015-06-20,1.07754593,1.1221,1,1.1221,1
2015-06-21,1.0756158,1.12755,1,1.12755,1
2015-06-22,1.07528043,1.124185,1,1.124185,1
2015-06-23,1.07301342,1.136735,1,1.136735,1
2015-06-24,1.08571747,1.13725,1,1.13725,1
2015-06-25,1.08530502,1.13555,1,1.13555,1
2015-06-26,1.08993476,1.13555,1,1.13555,1
2015-06-27,1.08993476,1.13625,1,1.13625,1
2015-06-28,1.08875534,1.134625,1,1.134625,1
2015-06-29,1.08491642,1.1173,1,1.1173,1
2015-06-30,1.07108243,1.120525,1,1.120525,1
2015-07-01,1.07110537,1.12032,1,1.12032,1
2015-07-02,1.0677031,1.1168,1,1.1168,1
2015-07-03,1.07123128,1.1168,1,1.1168,1
2015-07-04,1.07123128,1.09745,1,1.09745,1
2015-07-05,1.06349048,1.121945,1,1.121945,1
2015-07-06,1.07989612,1.113425,1,1.113425,1
2015-07-07,1.06945026,1.1033,1,1.1033,1
2015-07-08,1.05404623,1.10865,1,1.10865,1
2015-07-09,1.0596589,1.1114,1,1.1114,1
2015-07-10,1.06350704,1.1114,1,1.1114,1
2015-07-11,1.06350704,1.09949,1,1.09949,1
2015-07-12,1.05907527,1.1048,1,1.1048,1
2015-07-13,1.06038931,1.10076,1,1.10076,1
2015-07-14,1.05619489,1.107,1,1.107,1
2015-07-15,1.05736238,1.10605,1,1.10605,1
2015-07-16,1.05478557,1.11565,1,1.11565,1
2015-07-17,1.0653091,1.11565,1,1.11565,1
2015-07-18,1.0653091,1.11288,1,1.11288,1
2015-07-19,1.06355829,1.09855,1,1.09855,1
2015-07-20,1.05202805,1.10085,1,1.10085,1
2015-07-21,1.05803319,1.0936,1,1.0936,1
2015-07-22,1.04952169,1.08845,1,1.08845,1
2015-07-23,1.04451738,1.083,1,1.083,1
2015-07-24,1.03988039,1.083,1,1.083,1
2015-07-25,1.03988039,1.08301,1,1.08301,1
2015-07-26,1.03939867,1.0834,1,1.0834,1
2015-07-27,1.03777506,1.093585,1,1.093585,1
2015-07-28,1.04380323,1.092425,1,1.092425,1
2015-07-29,1.04177529,1.098615,1,1.098615,1
2015-07-30,1.04215566,1.0974,1,1.0974,1
2015-07-31,1.03855506,1.0974,1,1.0974,1
2015-08-01,1.03855506,1.09725,1,1.09725,1
2015-08-02,1.03880458,1.109,1,1.109,1
2015-08-03,1.03917708,1.1066,1,1.1066,1
2015-08-04,1.0397605,1.098125,1,1.098125,1
2015-08-05,1.03359183,1.09412,1,1.09412,1
2015-08-06,1.03266318,1.101025,1,1.101025,1
2015-08-07,1.03471961,1.101025,1,1.101025,1
2015-08-08,1.03471961,1.09677,1,1.09677,1
2015-08-09,1.03384287,1.09525,1,1.09525,1
2015-08-10,1.03164574,1.088495,1,1.088495,1
2015-08-11,1.02233809,1.090355,1,1.090355,1
2015-08-12,1.02127316,1.09237,1,1.09237,1
2015-08-13,1.01927449,1.09685,1,1.09685,1
2015-08-14,1.01709292,1.09685,1,1.09685,1
2015-08-15,1.01709292,1.0962,1,1.0962,1
2015-08-16,1.01670969,1.10155,1,1.10155,1
2015-08-17,1.01657019,1.10395,1,1.10395,1
2015-08-18,1.01193579,1.1158,1,1.1158,1
2015-08-19,1.02520471,1.11575,1,1.11575,1
2015-08-20,1.02506804,1.11105,1,1.11105,1
2015-08-21,1.024475,1.11105,1,1.11105,1
2015-08-22,1.024475,1.10924,1,1.10924,1
2015-08-23,1.02354163,1.10754,1,1.10754,1
2015-08-24,1.02212916,1.102995,1,1.102995,1
2015-08-25,1.023018,1.11175,1,1.11175,1
2015-08-26,1.03525035,1.12365,1,1.12365,1
2015-08-27,1.04242688,1.1388,1,1.1388,1
2015-08-28,1.05693748,1.1388,1,1.1388,1
2015-08-29,1.05693748,1.13755,1,1.13755,1
2015-08-30,1.0555037,1.15785,1,1.15785,1
2015-08-31,1.0720297,1.155445,1,1.155445,1
2015-09-01,1.06448098,1.13388,1,1.13388,1
2015-09-02,1.05036515,1.1247,1,1.1247,1
2015-09-03,1.03570062,1.118,1,1.118,1
2015-09-04,1.0385098,1.118,1,1.118,1
2015-09-05,1.0385098,1.12105,1,1.12105,1
2015-09-06,1.04025833,1.122435,1,1.122435,1
2015-09-07,1.03601211,1.12955,1,1.12955,1
2015-09-08,1.04147682,1.1214,1,1.1214,1
2015-09-09,1.03082167,1.1126,1,1.1126,1
2015-09-10,1.02674682,1.1147,1,1.1147,1
2015-09-11,1.02834306,1.1147,1,1.1147,1
2015-09-12,1.02834306,1.115255,1,1.115255,1
2015-09-13,1.0287538,1.115915,1,1.115915,1
2015-09-14,1.02453775,1.12068,1,1.12068,1
2015-09-15,1.02239045,1.12191,1,1.12191,1
2015-09-16,1.02511542,1.12871,1,1.12871,1
2015-09-17,1.02732694,1.1335,1,1.1335,1
2015-09-18,1.03197594,1.1335,1,1.1335,1
2015-09-19,1.03197594,1.134125,1,1.134125,1
2015-09-20,1.03177883,1.1308,1,1.1308,1
2015-09-21,1.0326152,1.127,1,1.127,1
2015-09-22,1.02637801,1.12927,1,1.12927,1
2015-09-23,1.03060378,1.1401,1,1.1401,1
2015-09-24,1.03944715,1.13085,1,1.13085,1
2015-09-25,1.03237059,1.13085,1,1.13085,1
2015-09-26,1.03237059,1.12905,1,1.12905,1
2015-09-27,1.03145422,1.118925,1,1.118925,1
2015-09-28,1.0286849,1.11196,1,1.11196,1
2015-09-29,1.02495785,1.11879,1,1.11879,1
2015-09-30,1.02108548,1.11805,1,1.11805,1
2015-10-01,1.02239045,1.11945,1,1.11945,1
2015-10-02,1.02141947,1.11945,1,1.11945,1
2015-10-03,1.02141947,1.12025,1,1.12025,1
2015-10-04,1.02077286,1.122945,1,1.122945,1
2015-10-05,1.02574633,1.125325,1,1.125325,1
2015-10-06,1.02960117,1.11695,1,1.11695,1
2015-10-07,1.02653603,1.11905,1,1.11905,1
2015-10-08,1.02375107,1.121,1,1.121,1
2015-10-09,1.02927273,1.121,1,1.121,1
2015-10-10,1.02927273,1.12195,1,1.12195,1
2015-10-11,1.02966995,1.119545,1,1.119545,1
2015-10-12,1.02490529,1.12665,1,1.12665,1
2015-10-13,1.03343165,1.12378,1,1.12378,1
2015-10-14,1.02690496,1.128395,1,1.128395,1
2015-10-15,1.03466125,1.13585,1,1.13585,1
2015-10-16,1.03946895,1.13585,1,1.13585,1
2015-10-17,1.03946895,1.136815,1,1.136815,1
2015-10-18,1.04031223,1.1354,1,1.1354,1
2015-10-19,1.03841087,1.13825,1,1.13825,1
2015-10-20,1.04320435,1.147385,1,1.147385,1
2015-10-21,1.05301958,1.136835,1,1.136835,1
2015-10-22,1.05104396,1.1349,1,1.1349,1
2015-10-23,1.0484995,1.1349,1,1.1349,1
2015-10-24,1.0484995,1.13585,1,1.13585,1
2015-10-25,1.04904289,1.13288,1,1.13288,1
2015-10-26,1.04556067,1.1352,1,1.1352,1
2015-10-27,1.04585559,1.13465,1,1.13465,1
2015-10-28,1.04231817,1.108235,1,1.108235,1
2015-10-29,1.02709477,1.10175,1,1.10175,1
2015-10-30,1.04773439,1.10175,1,1.10175,1
2015-10-31,1.04773439,1.101955,1,1.101955,1
2015-11-01,1.02161221,1.10592,1,1.10592,1
2015-11-02,1.0176667,1.10327,1,1.10327,1
2015-11-03,1.01296084,1.092245,1,1.092245,1
2015-11-04,1.00618812,1.099155,1,1.099155,1
2015-11-05,1.01092303,1.1009,1,1.1009,1
2015-11-06,1.0122895,1.1009,1,1.1009,1
2015-11-07,1.0122895,1.10239,1,1.10239,1
2015-11-08,1.01385947,1.10148,1,1.10148,1
2015-11-09,1.01294032,1.09613,1,1.09613,1
2015-11-10,1.00891376,1.08642,1,1.08642,1
2015-11-11,1.00681108,1.088385,1,1.088385,1
2015-11-12,1.00497469,1.0742,1,1.0742,1
2015-11-13,0.99438204,1.0742,1,1.0742,1
2015-11-14,0.99438204,1.073155,1,1.073155,1
2015-11-15,0.9943076,1.0759,1,1.0759,1
2015-11-16,0.99682512,1.074,1,1.074,1
2015-11-17,0.99471311,1.076365,1,1.076365,1
2015-11-18,0.99648739,1.08074,1,1.08074,1
2015-11-19,0.99907087,1.0769,1,1.0769,1
2015-11-20,0.99408539,1.0769,1,1.0769,1
2015-11-21,0.99408539,1.069995,1,1.069995,1
2015-11-22,0.99208318,1.06873,1,1.06873,1
2015-11-23,0.99049129,1.064315,1,1.064315,1
2015-11-24,0.98595027,1.067035,1,1.067035,1
2015-11-25,0.98124354,1.072605,1,1.072605,1
2015-11-26,0.98657762,1.06485,1,1.06485,1
2015-11-27,0.9817398,1.06485,1,1.06485,1
2015-11-28,0.9817398,1.063815,1,1.063815,1
2015-11-29,0.9807335,1.0637,1,1.0637,1
2015-11-30,0.9818843,1.0643,1,1.0643,1
2015-12-01,0.983144,1.06235,1,1.06235,1
2015-12-02,0.9785837,1.060435,1,1.060435,1
2015-12-03,0.97689163,1.05925,1,1.05925,1
2015-12-04,0.97082717,1.05925,1,1.05925,1
2015-12-05,0.97082717,1.058325,1,1.058325,1
2015-12-06,0.97050632,1.05698,1,1.05698,1
2015-12-07,0.97177953,1.062645,1,1.062645,1
2015-12-08,0.97431226,1.06106,1,1.06106,1
2015-12-09,0.98165291,1.091705,1,1.091705,1
2015-12-10,1.00628938,1.08835,1,1.08835,1
2015-12-11,1.00353324,1.08835,1,1.08835,1
2015-12-12,1.00353324,1.08815,1,1.08815,1
2015-12-13,1.00302916,1.083365,1,1.083365,1
2015-12-14,0.99936041,1.08927,1,1.08927,1
2015-12-15,1.00712035,1.1015,1,1.1015,1
2015-12-16,1.0167975,1.094645,1,1.094645,1
2015-12-17,1.01188977,1.09925,1,1.09925,1
2015-12-18,1.01757889,1.09925,1,1.09925,1
2015-12-19,1.01757889,1.09805,1,1.09805,1
2015-12-20,1.01606398,1.099135,1,1.099135,1
2015-12-21,1.01440455,1.09341,1,1.09341,1
2015-12-22,1.00917849,1.087355,1,1.087355,1
2015-12-23,1.00739428,1.08426,1,1.08426,1
2015-12-24,1.00530298,1.0867,1,1.0867,1
2015-12-25,1.00790235,1.0867,1,1.0867,1
2015-12-26,1.00790235,1.086935,1,1.086935,1
2015-12-27,1.00821704,1.091125,1,1.091125,1
2015-12-28,1.00723701,1.094865,1,1.094865,1
2015-12-29,1.01211502,1.09083,1,1.09083,1
2015-12-30,1.00943831,1.09668,1,1.09668,1
2015-12-31,1.01394693,1.09755,1,1.09755,1
2016-01-01,1.01147296,1.09755,1,1.09755,1
2016-01-02,1.01147296,1.096425,1,1.096425,1
2016-01-03,1.01303268,1.09747,1,1.09747,1
2016-01-04,1.01204332,1.092525,1,1.092525,1
2016-01-05,1.00765314,1.0934,1,1.0934,1
2016-01-06,1.01190507,1.18175,1,1.18175,1
2016-01-07,0.99855213,1.08605,1,1.08605,1
2016-01-08,0.99895113,1.08605,1,1.08605,1
2016-01-09,0.99895113,1.08523,1,1.08523,1
2016-01-10,1.0002851,1.08238,1,1.08238,1
2016-01-11,0.99735204,1.075055,1,1.075055,1
2016-01-12,0.99138979,1.077665,1,1.077665,1
2016-01-13,0.99250165,1.09253,1,1.09253,1
2016-01-14,1.00612227,1.09215,1,1.09215,1
2016-01-15,1.00526278,1.09215,1,1.09215,1
2016-01-16,1.00526278,1.0938,1,1.0938,1
2016-01-17,1.00762267,1.08564,1,1.08564,1
2016-01-18,0.99832781,1.084285,1,1.084285,1
2016-01-19,0.99684002,1.08853,1,1.08853,1
2016-01-20,0.99389748,1.08571,1,1.08571,1
2016-01-21,0.99477748,1.09125,1,1.09125,1
2016-01-22,0.99835302,1.09125,1,1.09125,1
2016-01-23,0.99835302,1.091765,1,1.091765,1
2016-01-24,0.99806875,1.08929,1,1.08929,1
2016-01-25,0.99487144,1.09107,1,1.09107,1
2016-01-26,0.99662643,1.087475,1,1.087475,1
2016-01-27,0.99408526,1.085865,1,1.085865,1
2016-01-28,0.99203889,1.07985,1,1.07985,1
2016-01-29,0.98449527,1.07985,1,1.07985,1
2016-01-30,0.98449527,1.0797,1,1.0797,1
2016-01-31,0.98385979,1.08524,1,1.08524,1
2016-02-01,0.9875763,1.08621,1,1.08621,1
2016-02-02,0.98304258,1.09039,1,1.09039,1
2016-02-03,0.98575589,1.09356,1,1.09356,1
2016-02-04,0.98613495,1.08305,1,1.08305,1
2016-02-05,0.97751745,1.08305,1,1.08305,1
2016-02-06,0.97751745,1.08305,1,1.08305,1
2016-02-07,0.97605256,1.08957,1,1.08957,1
2016-02-08,0.98101738,1.0923,1,1.0923,1
2016-02-09,0.98169151,1.1087,1,1.1087,1
2016-02-10,0.99472795,1.119945,1,1.119945,1
2016-02-11,1.00659325,1.11595,1,1.11595,1
2016-02-12,1.00922956,1.11595,1,1.11595,1
2016-02-13,1.00922956,1.11595,1,1.11595,1
2016-02-14,1.00715087,1.11896,1,1.11896,1
2016-02-15,1.01285825,1.128825,1,1.128825,1
2016-02-16,1.02763835,1.128155,1,1.128155,1
2016-02-17,1.02734274,1.131605,1,1.131605,1
2016-02-18,1.02843099,1.12565,1,1.12565,1
2016-02-19,1.02331171,1.12565,1,1.12565,1
2016-02-20,1.02331171,1.122365,1,1.122365,1
2016-02-21,1.02213955,1.11773,1,1.11773,1
2016-02-22,1.01414737,1.114315,1,1.114315,1
2016-02-23,1.01169009,1.112055,1,1.112055,1
2016-02-24,1.00727252,1.11085,1,1.11085,1
2016-02-25,1.00687697,1.11325,1,1.11325,1
2016-02-26,1.01031055,1.11325,1,1.11325,1
2016-02-27,1.01031055,1.11223,1,1.11223,1
2016-02-28,1.00938731,1.1025,1,1.1025,1
2016-02-29,0.99998502,1.10236,1,1.10236,1
2016-03-01,1.00872554,1.10142,1,1.10142,1
2016-03-02,1.01082595,1.1024,1,1.1024,1
2016-03-03,1.00984607,1.0932,1,1.0932,1
2016-03-04,1.0031054,1.0932,1,1.0932,1
2016-03-05,1.0031054,1.092405,1,1.092405,1
2016-03-06,1.00321531,1.08857,1,1.08857,1
2016-03-07,1.00206426,1.087505,1,1.087505,1
2016-03-08,1.00326066,1.0866,1,1.0866,1
2016-03-09,1.00334617,1.09461,1,1.09461,1
2016-03-10,1.00754654,1.09995,1,1.09995,1
2016-03-11,1.00718124,1.09995,1,1.09995,1
2016-03-12,1.00718124,1.099115,1,1.099115,1
2016-03-13,1.00581362,1.1016,1,1.1016,1
2016-03-14,1.00428832,1.100045,1,1.100045,1
2016-03-15,1.00346201,1.098575,1,1.098575,1
2016-03-16,1.00175313,1.117605,1,1.117605,1
2016-03-17,1.01579569,1.11565,1,1.11565,1
2016-03-18,1.01753232,1.11565,1,1.11565,1
2016-03-19,1.01753232,1.116575,1,1.116575,1
2016-03-20,1.01734058,1.110025,1,1.110025,1
2016-03-21,1.01304294,1.11076,1,1.11076,1
2016-03-22,1.01290441,1.12165,1,1.12165,1
2016-03-23,1.0224583,1.1316,1,1.1316,1
2016-03-24,1.03397112,1.1268,1,1.1268,1
2016-03-25,1.03161402,1.1268,1,1.1268,1
2016-03-26,1.03161402,1.127545,1,1.127545,1
2016-03-27,1.03140639,1.12353,1,1.12353,1
2016-03-28,1.03006768,1.12214,1,1.12214,1
2016-03-29,1.02783374,1.11791,1,1.11791,1
2016-03-30,1.02506805,1.116455,1,1.116455,1
2016-03-31,1.02448522,1.1165,1,1.1165,1
2016-04-01,1.02267823,1.1165,1,1.1165,1
2016-04-02,1.02267823,1.115755,1,1.115755,1
2016-04-03,1.02286155,1.1201,1,1.1201,1
2016-04-04,1.02695771,1.12895,1,1.12895,1
2016-04-05,1.03453273,1.1334,1,1.1334,1
2016-04-06,1.03616216,1.13805,1,1.13805,1
2016-04-07,1.04032292,1.13935,1,1.13935,1
2016-04-08,1.04372756,1.13935,1,1.13935,1
2016-04-09,1.04372756,1.1395,1,1.1395,1
2016-04-10,1.04286172,1.1387,1,1.1387,1
2016-04-11,1.04269865,1.13803,1,1.13803,1
2016-04-12,1.04536906,1.14,1,1.14,1
2016-04-13,1.04614003,1.13685,1,1.13685,1
2016-04-14,1.04564776,1.1402,1,1.1402,1
2016-04-15,1.04875128,1.1402,1,1.1402,1
2016-04-16,1.04875128,1.14049,1,1.14049,1
2016-04-17,1.04891622,1.1412,1,1.1412,1
2016-04-18,1.04804776,1.138335,1,1.138335,1
2016-04-19,1.04657248,1.12785,1,1.12785,1
2016-04-20,1.03444719,1.1268,1,1.1268,1
2016-04-21,1.03473076,1.1282,1,1.1282,1
2016-04-22,1.03308994,1.1282,1,1.1282,1
2016-04-23,1.03308994,1.1296,1,1.1296,1
2016-04-24,1.03476826,1.1307,1,1.1307,1
2016-04-25,1.03663467,1.135845,1,1.135845,1
2016-04-26,1.03946866,1.1304,1,1.1304,1
2016-04-27,1.02956925,1.12904,1,1.12904,1
2016-04-28,1.02583045,1.12235,1,1.12235,1
2016-04-29,1.02186311,1.12235,1,1.12235,1
2016-04-30,1.02186311,1.12314,1,1.12314,1
2016-05-01,1.02198287,1.12665,1,1.12665,1
2016-05-02,1.02559899,1.12964,1,1.12964,1
2016-05-03,1.02679957,1.132745,1,1.132745,1
2016-05-04,1.02983961,1.135735,1,1.135735,1
2016-05-05,1.03483247,1.1447,1,1.1447,1
2016-05-06,1.04222044,1.1447,1,1.1447,1
2016-05-07,1.04222044,1.1462,1,1.1462,1
2016-05-08,1.04302485,1.15245,1,1.15245,1
2016-05-09,1.04679169,1.15005,1,1.15005,1
2016-05-10,1.04841039,1.1492,1,1.1492,1
2016-05-11,1.04482301,1.1404,1,1.1404,1
2016-05-12,1.03311149,1.14045,1,1.14045,1
2016-05-13,1.02824069,1.14045,1,1.14045,1
2016-05-14,1.02824069,1.1388,1,1.1388,1
2016-05-15,1.02822484,1.1383,1,1.1383,1
2016-05-16,1.02954813,1.13745,1,1.13745,1
2016-05-17,1.02518364,1.142445,1,1.142445,1
2016-05-18,1.02979719,1.1374,1,1.1374,1
2016-05-19,1.02976017,1.1308,1,1.1308,1
2016-05-20,1.02518375,1.1308,1,1.1308,1
2016-05-21,1.02518375,1.1318,1,1.1318,1
2016-05-22,1.02496827,1.13155,1,1.13155,1
2016-05-23,1.02227539,1.13135,1,1.13135,1
2016-05-24,1.02030406,1.121975,1,1.121975,1
2016-05-25,1.01219704,1.12015,1,1.12015,1
2016-05-26,1.00920905,1.12215,1,1.12215,1
2016-05-27,1.00986144,1.12215,1,1.12215,1
2016-05-28,1.00986144,1.12214,1,1.12214,1
2016-05-29,1.0090563,1.1212,1,1.1212,1
2016-05-30,1.01015209,1.11354,1,1.11354,1
2016-05-31,1.00685672,1.11555,1,1.11555,1
2016-06-01,1.00877645,1.119125,1,1.119125,1
2016-06-02,1.01061151,1.11155,1,1.11155,1
2016-06-03,1.00522723,1.11155,1,1.11155,1
2016-06-04,1.00522723,1.110855,1,1.110855,1
2016-06-05,1.00535866,1.11477,1,1.11477,1
2016-06-06,1.00851693,1.11335,1,1.11335,1
2016-06-07,1.00686179,1.11875,1,1.11875,1
2016-06-08,1.01167985,1.1151,1,1.1151,1
2016-06-09,1.0093874,1.1366,1,1.1366,1
2016-06-10,1.02480548,1.1366,1,1.1366,1
2016-06-11,1.02480548,1.1351,1,1.1351,1
2016-06-12,1.02474242,1.13628,1,1.13628,1
2016-06-13,1.03060919,1.135625,1,1.135625,1
2016-06-14,1.03579179,1.1403,1,1.1403,1
2016-06-15,1.04335126,1.13125,1,1.13125,1
2016-06-16,1.03675296,1.12535,1,1.12535,1
2016-06-17,1.03707044,1.12535,1,1.12535,1
2016-06-18,1.03707044,1.12387,1,1.12387,1
2016-06-19,1.03675296,1.12895,1,1.12895,1
2016-06-20,1.03875601,1.121035,1,1.121035,1
2016-06-21,1.03762426,1.12615,1,1.12615,1
2016-06-22,1.04031223,1.12565,1,1.12565,1
2016-06-23,1.03585081,1.1276,1,1.1276,1
2016-06-24,1.04190551,1.1276,1,1.1276,1
2016-06-25,1.04190551,1.134735,1,1.134735,1
2016-06-26,1.04184576,1.13217,1,1.13217,1
2016-06-27,1.03950648,1.12496,1,1.12496,1
2016-06-28,1.03923101,1.1325,1,1.1325,1
2016-06-29,1.04190005,1.133,1,1.133,1
2016-06-30,1.0396092,1.1118,1,1.1118,1
2016-07-01,1.02841558,1.1118,1,1.1118,1
2016-07-02,1.02841558,1.1035,1,1.1035,1
2016-07-03,1.02727944,1.1013,1,1.1013,1
2016-07-04,1.02186802,1.1076,1,1.1076,1
2016-07-05,1.01990873,1.11209,1,1.11209,1
2016-07-06,1.02092385,1.11037,1,1.11037,1
2016-07-07,1.02424911,1.11385,1,1.11385,1
2016-07-08,1.0277338,1.11385,1,1.11385,1
2016-07-09,1.0277338,1.11279,1,1.11279,1
2016-07-10,1.02600947,1.1145,1,1.1145,1
2016-07-11,1.02988737,1.10625,1,1.10625,1
2016-07-12,1.023421,1.10972,1,1.10972,1
2016-07-13,1.02551508,1.106505,1,1.106505,1
2016-07-14,1.02176366,1.10505,1,1.10505,1
2016-07-15,1.01711816,1.10505,1,1.10505,1
2016-07-16,1.01711816,1.10441,1,1.10441,1
2016-07-17,1.01704573,1.10568,1,1.10568,1
2016-07-18,1.01760458,1.10605,1,1.10605,1
2016-07-19,1.01101501,1.10945,1,1.10945,1
2016-07-20,1.0156822,1.11055,1,1.11055,1
2016-07-21,1.01890087,1.10365,1,1.10365,1
2016-07-22,1.01776032,1.10365,1,1.10365,1
2016-07-23,1.01776032,1.1057,1,1.1057,1
2016-07-24,1.01646163,1.106865,1,1.106865,1
2016-07-25,1.01744941,1.101355,1,1.101355,1
2016-07-26,1.01397259,1.10161,1,1.10161,1
2016-07-27,1.01373616,1.10325,1,1.10325,1
2016-07-28,1.01517177,1.0975,1,1.0975,1
2016-07-29,1.01326364,1.0975,1,1.0975,1
2016-07-30,1.01326364,1.09692,1,1.09692,1
2016-07-31,1.01184366,1.09905,1,1.09905,1
2016-08-01,1.01413709,1.0987,1,1.0987,1
2016-08-02,1.00799372,1.1067,1,1.1067,1
2016-08-03,1.01535214,1.1083,1,1.1083,1
2016-08-04,1.02059043,1.11745,1,1.11745,1
2016-08-05,1.03112491,1.11745,1,1.11745,1
2016-08-06,1.03112491,1.11671,1,1.11671,1
2016-08-07,1.03147016,1.1167,1,1.1167,1
2016-08-08,1.03264719,1.1219,1,1.1219,1
2016-08-09,1.03636074,1.115135,1,1.115135,1
2016-08-10,1.02803452,1.11338,1,1.11338,1
2016-08-11,1.02681001,1.1087,1,1.1087,1
2016-08-12,1.01963313,1.1087,1,1.1087,1
2016-08-13,1.01963313,1.10855,1,1.10855,1
2016-08-14,1.01982021,1.1083,1,1.1083,1
2016-08-15,1.01743917,1.11185,1,1.11185,1
2016-08-16,1.01876571,1.11825,1,1.11825,1
2016-08-17,1.02673099,1.1139,1,1.1139,1
2016-08-18,1.0255885,1.11645,1,1.11645,1
2016-08-19,1.02598314,1.11645,1,1.11645,1
2016-08-20,1.02598314,1.1166,1,1.1166,1
2016-08-21,1.02613051,1.1182,1,1.1182,1
2016-08-22,1.02768588,1.1276,1,1.1276,1
2016-08-23,1.03955514,1.12972,1,1.12972,1
2016-08-24,1.03992264,1.13475,1,1.13475,1
2016-08-25,1.04758119,1.13245,1,1.13245,1
2016-08-26,1.04143891,1.13245,1,1.13245,1
2016-08-27,1.04143891,1.12965,1,1.12965,1
2016-08-28,1.03955514,1.13188,1,1.13188,1
2016-08-29,1.03897212,1.13015,1,1.13015,1
2016-08-30,1.0378935,1.1261,1,1.1261,1
2016-08-31,1.03379476,1.1287,1,1.1287,1
2016-09-01,1.03396048,1.1196,1,1.1196,1
2016-09-02,1.02217097,1.1196,1,1.1196,1
2016-09-03,1.02217097,1.11975,1,1.11975,1
2016-09-04,1.02261515,1.11907,1,1.11907,1
2016-09-05,1.0226256,1.11485,1,1.11485,1
2016-09-06,1.01707158,1.11585,1,1.11585,1
2016-09-07,1.0167252,1.11988,1,1.11988,1
2016-09-08,1.02047586,1.11545,1,1.11545,1
2016-09-09,1.01934761,1.11545,1,1.11545,1
2016-09-10,1.01934761,1.11585,1,1.11585,1
2016-09-11,1.0202,1.1151,1,1.1151,1
2016-09-12,1.02025207,1.1251,1,1.1251,1
2016-09-13,1.03076851,1.12386,1,1.12386,1
2016-09-14,1.03128403,1.12645,1,1.12645,1
2016-09-15,1.02885958,1.1232,1,1.1232,1
2016-09-16,1.02526255,1.1232,1,1.1232,1
2016-09-17,1.02526255,1.1239,1,1.1239,1
2016-09-18,1.02563055,1.124,1,1.124,1
2016-09-19,1.02928318,1.121885,1,1.121885,1
2016-09-20,1.02359391,1.1247,1,1.1247,1
2016-09-21,1.02727942,1.1244,1,1.1244,1
2016-09-22,1.02949511,1.1158,1,1.1158,1
2016-09-23,1.02003365,1.1158,1,1.1158,1
2016-09-24,1.02003365,1.1158,1,1.1158,1
2016-09-25,1.02054879,1.11775,1,1.11775,1
2016-09-26,1.02030415,1.115305,1,1.115305,1
2016-09-27,1.02130963,1.1189,1,1.1189,1
2016-09-28,1.02759089,1.121,1,1.121,1
2016-09-29,1.03182138,1.12265,1,1.12265,1
2016-09-30,1.03065172,1.12265,1,1.12265,1
2016-10-01,1.03065172,1.1239,1,1.1239,1
2016-10-02,1.0316192,1.12505,1,1.12505,1
2016-10-03,1.03182138,1.12173,1,1.12173,1
2016-10-04,1.03018972,1.12236,1,1.12236,1
2016-10-05,1.03022689,1.12185,1,1.12185,1
2016-10-06,1.03500919,1.1242,1,1.1242,1
2016-10-07,1.0295322,1.1242,1,1.1242,1
2016-10-08,1.0295322,1.1233,1,1.1233,1
2016-10-09,1.02880662,1.12093,1,1.12093,1
2016-10-10,1.02690493,1.1209,1,1.1209,1
2016-10-11,1.02199855,1.12065,1,1.12065,1
2016-10-12,1.02653603,1.113985,1,1.113985,1
2016-10-13,1.01964863,1.1201,1,1.1201,1
2016-10-14,1.0230912,1.1201,1,1.1201,1
2016-10-15,1.0230912,1.11947,1,1.11947,1
2016-10-16,1.0227564,1.11405,1,1.11405,1
2016-10-17,1.01796719,1.105865,1,1.105865,1
2016-10-18,1.01207918,1.101055,1,1.101055,1
2016-10-19,1.0097441,1.104845,1,1.104845,1
2016-10-20,1.01354608,1.09705,1,1.09705,1
2016-10-21,1.00972878,1.09705,1,1.09705,1
2016-10-22,1.00972878,1.09654,1,1.09654,1
2016-10-23,1.00958093,1.101,1,1.101,1
2016-10-24,1.01209456,1.09745,1,1.09745,1
2016-10-25,1.00986644,1.0975,1,1.0975,1
2016-10-26,1.01087196,1.0929,1,1.0929,1
2016-10-27,1.00742476,1.0886,1,1.0886,1
2016-10-28,1.00660843,1.0886,1,1.0886,1
2016-10-29,1.00660843,1.0881,1,1.0881,1
2016-10-30,1.00578326,1.087295,1,1.087295,1
2016-10-31,1.00595021,1.08862,1,1.08862,1
2016-11-01,1.0051969,1.0909,1,1.0909,1
2016-11-02,1.00663882,1.0898,1,1.0898,1
2016-11-03,1.00618302,1.0986,1,1.0986,1
2016-11-04,1.01244813,1.0986,1,1.0986,1
2016-11-05,1.01244813,1.09828,1,1.09828,1
2016-11-06,1.01260702,1.09725,1,1.09725,1
2016-11-07,1.01084639,1.105495,1,1.105495,1
2016-11-08,1.02537812,1.109405,1,1.109405,1
2016-11-09,1.02759082,1.10997,1,1.10997,1
2016-11-10,1.02611462,1.1142,1,1.1142,1
2016-11-11,1.0327274,1.1142,1,1.1142,1
2016-11-12,1.0327274,1.109475,1,1.109475,1
