,CHF1,EUR1,USD1,EUR2,USD2
2016-11-13,1.02604093,1.104965,1,1.104965,1
2016-11-14,1.0265465,1.10177,1,1.10177,1
2016-11-15,1.02077274,1.09198,1,1.09198,1
2016-11-16,1.01564088,1.08881,1,1.08881,1
2016-11-17,1.01285824,1.08565,1,1.08565,1
2016-11-18,1.01223804,1.08565,1,1.08565,1
2016-11-19,1.01223804,1.082255,1,1.082255,1
2016-11-20,1.01050419,1.0747,1,1.0747,1
2016-11-21,1.00294868,1.072435,1,1.072435,1
2016-11-22,0.9985222,1.07062,1,1.07062,1
2016-11-23,0.99903594,1.06213,1,1.06213,1
2016-11-24,0.99266915,1.05885,1,1.05885,1
2016-11-25,0.98990315,1.05885,1,1.05885,1
2016-11-26,0.98990315,1.058365,1,1.058365,1
2016-11-27,0.98894362,1.06378,1,1.06378,1
2016-11-28,0.99230966,1.06326,1,1.06326,1
2016-11-29,0.98926652,1.054175,1,1.054175,1
2016-11-30,0.98284934,1.05601,1,1.05601,1
2016-12-01,0.983526,1.0593,1,1.0593,1
2016-12-02,0.98609614,1.0593,1,1.0593,1
2016-12-03,0.98609614,1.061005,1,1.061005,1
2016-12-04,0.98760561,1.061845,1,1.061845,1
2016-12-05,0.98789831,1.06473,1,1.06473,1
2016-12-06,0.98838652,1.0591,1,1.0591,1
2016-12-07,0.98323589,1.06626,1,1.06626,1
2016-12-08,0.9895602,1.0665,1,1.0665,1
2016-12-09,0.98965819,1.0665,1,1.0665,1
2016-12-10,0.98965819,1.0568,1,1.0568,1
2016-12-11,0.98575589,1.075575,1,1.075575,1
2016-12-12,0.99290082,1.071875,1,1.071875,1
2016-12-13,0.99014809,1.075965,1,1.075965,1
2016-12-14,0.99319666,1.06212,1,1.06212,1
2016-12-15,0.98439736,1.05605,1,1.05605,1
2016-12-16,0.98328432,1.05605,1,1.05605,1
2016-12-17,0.98328432,1.054625,1,1.054625,1
2016-12-18,0.98227009,1.0641,1,1.0641,1
2016-12-19,0.98682594,1.06272,1,1.06272,1
2016-12-20,0.98828884,1.051225,1,1.051225,1
2016-12-21,0.97833005,1.041655,1,1.041655,1
2016-12-22,0.97120387,1.04515,1,1.04515,1
2016-12-23,0.97408937,1.04515,1,1.04515,1
2016-12-24,0.97408937,1.04467,1,1.04467,1
2016-12-25,0.97404184,1.040315,1,1.040315,1
2016-12-26,0.97366249,1.0391,1,1.0391,1
2016-12-27,0.97186458,1.042685,1,1.042685,1
2016-12-28,0.97413673,1.04377,1,1.04377,1
2016-12-29,0.97499153,1.04525,1,1.04525,1
2016-12-30,0.9732361,1.04525,1,1.04525,1
2016-12-31,0.9732361,1.045335,1,1.045335,1
2017-01-01,0.97466096,1.045425,1,1.045425,1
2017-01-02,0.97389972,1.04615,1,1.04615,1
2017-01-03,0.97309401,1.0414,1,1.0414,1
2017-01-04,0.97243163,1.05662,1,1.05662,1
2017-01-05,0.98255963,1.21725,1,1.21725,1
2017-01-06,0.98241593,1.05245,1,1.05245,1
2017-01-07,0.98241593,1.052655,1,1.052655,1
2017-01-08,0.98169199,1.045855,1,1.045855,1
2017-01-09,0.97632467,1.04177,1,1.04177,1
2017-01-10,0.97451645,1.0497,1,1.0497,1
2017-01-11,0.98034416,1.060415,1,1.060415,1
2017-01-12,0.99034421,1.053275,1,1.053275,1
2017-01-13,0.98270449,1.053275,1,1.053275,1
2017-01-14,0.98270449,1.05298,1,1.05298,1
2017-01-15,0.98222183,1.0586,1,1.0586,1
2017-01-16,0.98599886,1.05535,1,1.05535,1
2017-01-17,0.98347762,1.05965,1,1.05965,1
2017-01-18,0.98716687,1.06165,1,1.06165,1
2017-01-19,0.98960915,1.06435,1,1.06435,1
2017-01-20,0.99198335,1.06435,1,1.06435,1
2017-01-21,0.99198335,1.062715,1,1.062715,1
2017-01-22,0.99147337,1.06024,1,1.06024,1
2017-01-23,0.9890219,1.0697,1,1.0697,1
2017-01-24,0.99690962,1.06285,1,1.06285,1
2017-01-25,0.99196512,1.06585,1,1.06585,1
2017-01-26,0.99354202,1.0702,1,1.0702,1
2017-01-27,0.99824999,1.0702,1,1.0702,1
2017-01-28,0.99824999,1.071325,1,1.071325,1
2017-01-29,0.99790444,1.07592,1,1.07592,1
2017-01-30,1.00260682,1.07285,1,1.07285,1
2017-01-31,0.99880148,1.075155,1,1.075155,1
2017-02-01,1.00090085,1.06835,1,1.06835,1
2017-02-02,1.00010005,1.06985,1,1.06985,1
2017-02-03,1.00080068,1.06985,1,1.06985,1
2017-02-04,1.00080068,1.071445,1,1.071445,1
2017-02-05,1.00080068,1.07075,1,1.07075,1
2017-02-06,1.00542936,1.08025,1,1.08025,1
2017-02-07,1.01112239,1.07672,1,1.07672,1
2017-02-08,1.00694798,1.076165,1,1.076165,1
2017-02-09,1.00755672,1.07855,1,1.07855,1
2017-02-10,1.00745521,1.07855,1,1.07855,1
2017-02-11,1.00745521,1.07827,1,1.07827,1
2017-02-12,1.00745521,1.07435,1,1.07435,1
2017-02-13,1.00867465,1.06784,1,1.06784,1
2017-02-14,1.00210446,1.069125,1,1.069125,1
2017-02-15,1.0048232,1.06582,1,1.06582,1
2017-02-16,0.9984026,1.06415,1,1.06415,1
2017-02-17,0.99750628,1.06415,1,1.06415,1
2017-02-18,0.99750628,1.061905,1,1.061905,1
2017-02-19,0.99750628,1.05991,1,1.05991,1
2017-02-20,0.99443123,1.057835,1,1.057835,1
2017-02-21,0.99364074,1.06045,1,1.06045,1
2017-02-22,0.99512394,1.067175,1,1.067175,1
2017-02-23,1.00270735,1.06145,1,1.06145,1
2017-02-24,0.99720786,1.06145,1,1.06145,1
2017-02-25,0.99720786,1.06254,1,1.06254,1
2017-02-26,0.99720786,1.06095,1,1.06095,1
2017-02-27,0.9967109,1.05425,1,1.05425,1
2017-02-28,0.99088391,1.05525,1,1.05525,1
2017-03-01,0.98921757,1.05835,1,1.05835,1
2017-03-02,0.99383825,1.05615,1,1.05615,1
2017-03-03,0.99245737,1.05615,1,1.05615,1
2017-03-04,0.99245737,1.05525,1,1.05525,1
2017-03-05,0.99245737,1.05845,1,1.05845,1
2017-03-06,0.99068758,1.056875,1,1.056875,1
2017-03-07,0.99344332,1.05365,1,1.05365,1
2017-03-08,0.98970709,1.05071,1,1.05071,1
2017-03-09,0.98687461,1.06225,1,1.06225,1
2017-03-10,0.99235888,1.06225,1,1.06225,1
2017-03-11,0.99235888,1.06225,1,1.06225,1
2017-03-12,0.99235888,1.057915,1,1.057915,1
2017-03-13,0.98814234,1.05695,1,1.05695,1
2017-03-14,0.98697201,1.05455,1,1.05455,1
2017-03-15,0.98570729,1.05795,1,1.05795,1
2017-03-16,0.98775192,1.06735,1,1.06735,1
2017-03-17,0.98911972,1.06735,1,1.06735,1
2017-03-18,0.98911972,1.06895,1,1.06895,1
2017-03-19,0.98911972,1.065095,1,1.065095,1
2017-03-20,0.99255587,1.061225,1,1.061225,1
2017-03-21,0.99049133,1.07375,1,1.07375,1
2017-03-22,0.99990005,1.0772,1,1.0772,1
2017-03-23,1.00391531,1.07535,1,1.07535,1
2017-03-24,1.00180329,1.07535,1,1.07535,1
2017-03-25,1.00180329,1.07425,1,1.07425,1
2017-03-26,1.00180329,1.07365,1,1.07365,1
2017-03-27,1.00110125,1.08126,1,1.08126,1
2017-03-28,1.00654257,1.07915,1,1.07915,1
2017-03-29,1.00796295,1.078365,1,1.078365,1
2017-03-30,1.0068466,1.08075,1,1.08075,1
2017-03-31,1.0087764,1.08075,1,1.08075,1
2017-04-01,1.0087764,1.084635,1,1.084635,1
2017-04-02,1.0087764,1.086045,1,1.086045,1
2017-04-03,1.01461043,1.08165,1,1.08165,1
2017-04-04,1.00786136,1.07582,1,1.07582,1
2017-04-05,1.00321032,1.06875,1,1.06875,1
2017-04-06,0.99950029,1.06645,1,1.06645,1
2017-04-07,0.99710843,1.06645,1,1.06645,1
2017-04-08,0.99710843,1.067,1,1.067,1
2017-04-09,0.99710843,1.06695,1,1.06695,1
2017-04-10,0.9984026,1.06805,1,1.06805,1
2017-04-11,0.99830293,1.06715,1,1.06715,1
2017-04-12,0.99621443,1.06455,1,1.06455,1
2017-04-13,0.99453013,1.05915,1,1.05915,1
2017-04-14,0.99068758,1.05915,1,1.05915,1
2017-04-15,0.99068758,1.05825,1,1.05825,1
2017-04-16,0.99068758,1.05971,1,1.05971,1
2017-04-17,0.99186673,1.06108,1,1.06108,1
2017-04-18,0.9930487,1.067015,1,1.067015,1
2017-04-19,0.99800403,1.06153,1,1.06153,1
2017-04-20,0.99443123,1.06135,1,1.06135,1
2017-04-21,0.99453013,1.06135,1,1.06135,1
2017-04-22,0.99453013,1.060995,1,1.060995,1
2017-04-23,0.99453013,1.06435,1,1.06435,1
2017-04-24,0.99581761,1.072765,1,1.072765,1
2017-04-25,1.00371378,1.07135,1,1.07135,1
2017-04-26,1.00200405,1.07145,1,1.07145,1
2017-04-27,1.00100104,1.07265,1,1.07265,1
2017-04-28,1.00421776,1.07265,1,1.07265,1
2017-04-29,1.00421776,1.087235,1,1.087235,1
2017-04-30,1.00421776,1.08655,1,1.08655,1
2017-05-01,1.00401611,1.092705,1,1.092705,1
2017-05-02,1.00654257,1.09085,1,1.09085,1
2017-05-03,1.00664389,1.08655,1,1.08655,1
2017-05-04,1.00553046,1.08955,1,1.08955,1
2017-05-05,1.00522723,1.08955,1,1.08955,1
2017-05-06,1.00522723,1.09058,1,1.09058,1
2017-05-07,1.00522723,1.09085,1,1.09085,1
2017-05-08,1.00431861,1.09355,1,1.09355,1
2017-05-09,1.00897996,1.088795,1,1.088795,1
2017-05-10,1.00583388,1.09815,1,1.09815,1
2017-05-11,1.01409598,1.09975,1,1.09975,1
2017-05-12,1.01265827,1.09975,1,1.09975,1
2017-05-13,1.01265827,1.09975,1,1.09975,1
2017-05-14,1.01265827,1.09265,1,1.09265,1
2017-05-15,1.00180329,1.08865,1,1.08865,1
2017-05-16,0.99334463,1.08675,1,1.08675,1
2017-05-17,0.9909821,1.08646,1,1.08646,1
2017-05-18,0.99216196,1.09335,1,1.09335,1
2017-05-19,0.99900104,1.09335,1,1.09335,1
2017-05-20,0.99900104,1.09279,1,1.09279,1
2017-05-21,0.99900104,1.098,1,1.098,1
2017-05-22,1.00421776,1.10933,1,1.10933,1
2017-05-23,1.01574408,1.11554,1,1.11554,1
2017-05-24,1.02124188,1.11095,1,1.11095,1
2017-05-25,1.02082487,1.12075,1,1.12075,1
2017-05-26,1.02774928,1.12075,1,1.12075,1
2017-05-27,1.02774928,1.120355,1,1.120355,1
2017-05-28,1.02774928,1.12385,1,1.12385,1
2017-05-29,1.02743249,1.11805,1,1.11805,1
2017-05-30,1.02438029,1.123075,1,1.123075,1
2017-05-31,1.02838343,1.12125,1,1.12125,1
2017-06-01,1.02764366,1.1184,1,1.1184,1
2017-06-02,1.02702413,1.1184,1,1.1184,1
2017-06-03,1.02702413,1.11759,1,1.11759,1
2017-06-04,1.02627262,1.1129,1,1.1129,1
2017-06-05,1.02124188,1.11735,1,1.11735,1
2017-06-06,1.02490524,1.123965,1,1.123965,1
2017-06-07,1.03295119,1.12125,1,1.12125,1
2017-06-08,1.02965408,1.128255,1,1.128255,1
2017-06-09,1.03890826,1.128255,1,1.128255,1
2017-06-10,1.03890826,1.12815,1,1.12815,1
2017-06-11,1.03885315,1.12555,1,1.12555,1
2017-06-12,1.03637688,1.12709,1,1.12709,1
2017-06-13,1.03885315,1.12556,1,1.12556,1
2017-06-14,1.03648429,1.11895,1,1.11895,1
2017-06-15,1.0318853,1.11957,1,1.11957,1
2017-06-16,1.03160878,1.11957,1,1.11957,1
2017-06-17,1.03160878,1.12016,1,1.12016,1
2017-06-18,1.03156597,1.119795,1,1.119795,1
2017-06-19,1.03199179,1.120855,1,1.120855,1
2017-06-20,1.0320983,1.12089,1,1.12089,1
2017-06-21,1.02954808,1.114915,1,1.114915,1
2017-06-22,1.02522047,1.11975,1,1.11975,1
2017-06-23,1.02734846,1.11975,1,1.11975,1
2017-06-24,1.02734846,1.12051,1,1.12051,1
2017-06-25,1.02701042,1.11446,1,1.11446,1
2017-06-26,1.02438029,1.11355,1,1.11355,1
2017-06-27,1.02595675,1.11667,1,1.11667,1
2017-06-28,1.02838343,1.11498,1,1.11498,1
2017-06-29,1.02880663,1.11935,1,1.11935,1
2017-06-30,1.03172055,1.11935,1,1.11935,1
2017-07-01,1.03172055,1.119865,1,1.119865,1
2017-07-02,1.03167239,1.118275,1,1.118275,1
2017-07-03,1.02848919,1.13375,1,1.13375,1
2017-07-04,1.04123287,1.137945,1,1.137945,1
2017-07-05,1.04210093,1.14415,1,1.14415,1
2017-07-06,1.046463,1.1424,1,1.1424,1
2017-07-07,1.04383076,1.1424,1,1.1424,1
2017-07-08,1.04383076,1.14222,1,1.14222,1
2017-07-09,1.04362351,1.13715,1,1.13715,1
2017-07-10,1.03809825,1.13595,1,1.13595,1
2017-07-11,1.03691419,1.13463,1,1.13463,1
2017-07-12,1.03691419,1.14255,1,1.14255,1
2017-07-13,1.04134129,1.14015,1,1.14015,1
2017-07-14,1.0374209,1.14015,1,1.14015,1
2017-07-15,1.0374209,1.14036,1,1.14036,1
2017-07-16,1.03745206,1.13963,1,1.13963,1
2017-07-17,1.03519674,1.147395,1,1.147395,1
2017-07-18,1.0379905,1.14195,1,1.14195,1
2017-07-19,1.0361621,1.14042,1,1.14042,1
2017-07-20,1.03412621,1.14673,1,1.14673,1
2017-07-21,1.03802364,1.14673,1,1.14673,1
2017-07-22,1.03802364,1.14742,1,1.14742,1
2017-07-23,1.03777506,1.147365,1,1.147365,1
2017-07-24,1.03820603,1.15478,1,1.15478,1
2017-07-25,1.04712047,1.15278,1,1.15278,1
2017-07-26,1.04723012,1.16283,1,1.16283,1
2017-07-27,1.05119315,1.16611,1,1.16611,1
2017-07-28,1.05758023,1.16611,1,1.16611,1
2017-07-29,1.05758023,1.16655,1,1.16655,1
2017-07-30,1.05752966,1.16395,1,1.16395,1
2017-07-31,1.05540902,1.1644,1,1.1644,1
2017-08-01,1.04942811,1.17295,1,1.17295,1
2017-08-02,1.05119315,1.16875,1,1.16875,1
2017-08-03,1.03734445,1.175215,1,1.175215,1
2017-08-04,1.03235953,1.175215,1,1.175215,1
2017-08-05,1.03235953,1.174695,1,1.174695,1
2017-08-06,1.0320983,1.182375,1,1.182375,1
2017-08-07,1.03369862,1.181,1,1.181,1
2017-08-08,1.03573283,1.184915,1,1.184915,1
2017-08-09,1.03029059,1.18826,1,1.18826,1
2017-08-10,1.03327138,1.17741,1,1.17741,1
2017-08-11,1.02795027,1.17741,1,1.17741,1
2017-08-12,1.02795027,1.17782,1,1.17782,1
2017-08-13,1.02796057,1.17999,1,1.17999,1
2017-08-14,1.02732694,1.17545,1,1.17545,1
2017-08-15,1.02743249,1.176205,1,1.176205,1
2017-08-16,1.03777506,1.17715,1,1.17715,1
2017-08-17,1.03971724,1.182035,1,1.182035,1
2017-08-18,1.03966349,1.182035,1,1.182035,1
2017-08-19,1.03966349,1.182565,1,1.182565,1
2017-08-20,1.03971724,1.17765,1,1.17765,1
2017-08-21,1.02806625,1.174035,1,1.174035,1
2017-08-22,1.02827768,1.17742,1,1.17742,1
2017-08-23,1.03626948,1.17148,1,1.17148,1
2017-08-24,1.03917702,1.175995,1,1.175995,1
2017-08-25,1.0364204,1.175995,1,1.175995,1
2017-08-26,1.0364204,1.1756,1,1.1756,1
2017-08-27,1.0366992,1.18115,1,1.18115,1
2017-08-28,1.03917702,1.17625,1,1.17625,1
2017-08-29,1.03241797,1.1816,1,1.1816,1
2017-08-30,1.03626948,1.17981,1,1.17981,1
2017-08-31,1.03594742,1.19314,1,1.19314,1
2017-09-01,1.04579653,1.19314,1,1.19314,1
2017-09-02,1.04579653,1.195135,1,1.195135,1
2017-09-03,1.04536906,1.19642,1,1.19642,1
2017-09-04,1.0497586,1.19703,1,1.19703,1
2017-09-05,1.04624403,1.189075,1,1.189075,1
2017-09-06,1.03745206,1.19102,1,1.19102,1
2017-09-07,1.04220953,1.185955,1,1.185955,1
2017-09-08,1.03631346,1.185955,1,1.185955,1
2017-09-09,1.03631346,1.18822,1,1.18822,1
2017-09-10,1.03648429,1.18925,1,1.18925,1
2017-09-11,1.04286166,1.192365,1,1.192365,1
2017-09-12,1.04865777,1.19265,1,1.19265,1
2017-09-13,1.04635351,1.20285,1,1.20285,1
2017-09-14,1.05296414,1.203535,1,1.203535,1
2017-09-15,1.0590977,1.203535,1,1.203535,1
2017-09-16,1.0590977,1.20176,1,1.20176,1
2017-09-17,1.0590977,1.19591,1,1.19591,1
2017-09-18,1.04580636,1.19715,1,1.19715,1
2017-09-19,1.04144975,1.18885,1,1.18885,1
2017-09-20,1.03777506,1.192105,1,1.192105,1
2017-09-21,1.04004165,1.19447,1,1.19447,1
2017-09-22,1.0419709,1.19447,1,1.19447,1
2017-09-23,1.0419709,1.193785,1,1.193785,1
2017-09-24,1.04199233,1.196015,1,1.196015,1
2017-09-25,1.03993349,1.19923,1,1.19923,1
2017-09-26,1.03906904,1.187245,1,1.187245,1
2017-09-27,1.02944209,1.194435,1,1.194435,1
2017-09-28,1.03050293,1.1951,1,1.1951,1
2017-09-29,1.0316727,1.1951,1,1.1951,1
2017-09-30,1.0316727,1.1926,1,1.1926,1
2017-10-01,1.03177883,1.1855,1,1.1855,1
2017-10-02,1.03476826,1.1784,1,1.1784,1
2017-10-03,1.03135318,1.17476,1,1.17476,1
2017-10-04,1.0287008,1.178125,1,1.178125,1
2017-10-05,1.03018445,1.18127,1,1.18127,1
2017-10-06,1.032927,1.18127,1,1.18127,1
2017-10-07,1.032927,1.18075,1,1.18075,1
2017-10-08,1.0330579,1.173145,1,1.173145,1
2017-10-09,1.02616731,1.17475,1,1.17475,1
2017-10-10,1.02764366,1.175695,1,1.175695,1
2017-10-11,1.02532559,1.171195,1,1.171195,1
2017-10-12,1.02218138,1.17305,1,1.17305,1
2017-10-13,1.02108293,1.17305,1,1.17305,1
2017-10-14,1.02108293,1.174245,1,1.174245,1
2017-10-15,1.02595675,1.17425,1,1.17425,1
2017-10-16,1.02072068,1.18139,1,1.18139,1
2017-10-17,1.02595675,1.18642,1,1.18642,1
2017-10-18,1.02764366,1.18308,1,1.18308,1
2017-10-19,1.02574627,1.18213,1,1.18213,1
2017-10-20,1.02611623,1.18213,1,1.18213,1
2017-10-21,1.02611623,1.18137,1,1.18137,1
2017-10-22,1.02616731,1.17945,1,1.17945,1
2017-10-23,1.02522047,1.177155,1,1.177155,1
2017-10-24,1.02259949,1.17955,1,1.17955,1
2017-10-25,1.01916026,1.184855,1,1.184855,1
2017-10-26,1.02427537,1.178545,1,1.178545,1
2017-10-27,1.01594177,1.178545,1,1.178545,1
2017-10-28,1.01594177,1.175445,1,1.175445,1
2017-10-29,1.01584726,1.1755,1,1.1755,1
2017-10-30,1.01564092,1.17594,1,1.17594,1
2017-10-31,1.00928547,1.18199,1,1.18199,1
2017-11-01,1.01122464,1.16365,1,1.16365,1
2017-11-02,1.00190366,1.16093,1,1.16093,1
2017-11-03,1.00133072,1.16093,1,1.16093,1
2017-11-04,1.00133072,1.16058,1,1.16058,1
2017-11-05,1.00270735,1.16517,1,1.16517,1
2017-11-06,1.00532828,1.16515,1,1.16515,1
2017-11-07,1.00230535,1.16295,1,1.16295,1
2017-11-08,0.99740679,1.16605,1,1.16605,1
2017-11-09,1.0006004,1.16195,1,1.16195,1
2017-11-10,0.99930053,1.16195,1,1.16195,1
2017-11-11,0.99930053,1.16144,1,1.16144,1
2017-11-12,0.99930053,1.161175,1,1.161175,1
2017-11-13,1.00210446,1.16011,1,1.16011,1
2017-11-14,1.00180329,1.15925,1,1.15925,1
2017-11-15,1.00010005,1.164645,1,1.164645,1
2017-11-16,1.00492417,1.16645,1,1.16645,1
2017-11-17,1.00398094,1.16645,1,1.16645,1
2017-11-18,1.00398094,1.16603,1,1.16603,1
2017-11-19,1.00492417,1.16645,1,1.16645,1
2017-11-20,1.00341164,1.17925,1,1.17925,1
2017-11-21,1.01050934,1.17825,1,1.17825,1
2017-11-22,1.0115315,1.17782,1,1.17782,1
2017-11-23,1.00644127,1.17915,1,1.17915,1
2017-11-24,1.01142919,1.17915,1,1.17915,1
2017-11-25,1.01142919,1.173155,1,1.173155,1
2017-11-26,1.01142919,1.17365,1,1.17365,1
2017-11-27,1.00694798,1.174115,1,1.174115,1
2017-11-28,1.00918361,1.181415,1,1.181415,1
2017-11-29,1.01812263,1.18505,1,1.18505,1
2017-11-30,1.01853743,1.1933,1,1.1933,1
2017-12-01,1.02096781,1.1933,1,1.1933,1
2017-12-02,1.02096781,1.192745,1,1.192745,1
2017-12-03,1.0206165,1.19065,1,1.19065,1
2017-12-04,1.01895256,1.184745,1,1.184745,1
2017-12-05,1.01595046,1.1852,1,1.1852,1
2017-12-06,1.01574408,1.18985,1,1.18985,1
2017-12-07,1.01626021,1.18955,1,1.18955,1
2017-12-08,1.02448524,1.18955,1,1.18955,1
2017-12-09,1.02448524,1.185775,1,1.185775,1
2017-12-10,1.02448524,1.186785,1,1.186785,1
2017-12-11,1.01553777,1.18305,1,1.18305,1
2017-12-12,1.01245322,1.1804,1,1.1804,1
2017-12-13,1.01071361,1.17723,1,1.17723,1
2017-12-14,1.00512619,1.1773,1,1.1773,1
2017-12-15,1.00735396,1.1773,1,1.1773,1
2017-12-16,1.00735396,1.176785,1,1.176785,1
2017-12-17,1.00735373,1.177665,1,1.177665,1
2017-12-18,1.00857291,1.17425,1,1.17425,1
2017-12-19,1.00836951,1.183575,1,1.183575,1
2017-12-20,1.01461043,1.177515,1,1.177515,1
2017-12-21,1.01102016,1.17495,1,1.17495,1
2017-12-22,1.0096024,1.17495,1,1.17495,1
2017-12-23,1.0096024,1.174325,1,1.174325,1
2017-12-24,1.00928547,1.17855,1,1.17855,1
2017-12-25,1.01440459,1.183705,1,1.183705,1
2017-12-26,1.01471339,1.18775,1,1.18775,1
2017-12-27,1.01389034,1.18535,1,1.18535,1
2017-12-28,1.01142919,1.18625,1,1.18625,1
2017-12-29,1.0112565,1.18625,1,1.18625,1
2017-12-30,1.0112565,1.18615,1,1.18615,1
2017-12-31,1.01142919,1.18715,1,1.18715,1
2018-01-01,1.01091796,1.18573,1,1.18573,1
2018-01-02,1.01040724,1.19004,1,1.19004,1
2018-01-03,1.01440459,1.19394,1,1.19394,1
2018-01-04,1.02155485,1.200515,1,1.200515,1
2018-01-05,1.02609547,1.200515,1,1.200515,1
2018-01-06,1.02609547,1.20025,1,1.20025,1
2018-01-07,1.02595675,1.20125,1,1.20125,1
2018-01-08,1.02933613,1.20635,1,1.20635,1
2018-01-09,1.02333201,1.2011,1,1.2011,1
2018-01-10,1.02606202,1.20666,1,1.20666,1
2018-01-11,1.0259253,1.202875,1,1.202875,1
2018-01-12,1.0259253,1.202875,1,1.202875,1
2018-01-13,1.02606202,1.20371,1,1.20371,1
2018-01-14,1.02312262,1.19701,1,1.19701,1
2018-01-15,1.01626021,1.19285,1,1.19285,1
2018-01-16,1.02280868,1.19562,1,1.19562,1
2018-01-17,1.02490524,1.20445,1,1.20445,1
2018-01-18,1.03344763,1.21985,1,1.21985,1
2018-01-19,1.03344763,1.21985,1,1.21985,1
2018-01-20,1.03359178,1.219215,1,1.219215,1
2018-01-21,1.0379905,1.226705,1,1.226705,1
2018-01-22,1.04242682,1.22695,1,1.22695,1
2018-01-23,1.03584011,1.21796,1,1.21796,1
2018-01-24,1.04286166,1.22349,1,1.22349,1
2018-01-25,1.04329687,1.22425,1,1.22425,1
2018-01-26,1.06190936,1.239145,1,1.239145,1
2018-01-27,1.07195155,1.2427,1,1.2427,1
2018-01-28,1.07195155,1.2427,1,1.2427,1
2018-01-29,1.07227112,1.243065,1,1.243065,1
2018-01-30,1.06655295,1.23815,1,1.23815,1
2018-01-31,1.06997651,1.24105,1,1.24105,1
2018-02-01,1.07365262,1.24175,1,1.24175,1
2018-02-02,1.08003029,1.25094,1,1.25094,1
2018-02-03,1.07378065,1.24581,1,1.24581,1
2018-02-04,1.07378065,1.24581,1,1.24581,1
2018-02-05,1.07388322,1.244635,1,1.244635,1
2018-02-06,1.07353736,1.23662,1,1.23662,1
2018-02-07,1.06814788,1.237985,1,1.237985,1
2018-02-08,1.0606704,1.227005,1,1.227005,1
2018-02-09,1.06917572,1.22595,1,1.22595,1
2018-02-10,1.06465741,1.225155,1,1.225155,1
2018-02-11,1.06465741,1.225155,1,1.225155,1
2018-02-12,1.06450931,1.22524,1,1.22524,1
2018-02-13,1.0650762,1.23002,1,1.23002,1
2018-02-14,1.06929004,1.23535,1,1.23535,1
2018-02-15,1.07816717,1.24684,1,1.24684,1
2018-02-16,1.08448113,1.25055,1,1.25055,1
2018-02-17,1.08133266,1.24053,1,1.24053,1
2018-02-18,1.08133266,1.24053,1,1.24053,1
2018-02-19,1.07584728,1.240005,1,1.240005,1
2018-02-20,1.0680338,1.23345,1,1.23345,1
2018-02-21,1.06518966,1.228125,1,1.228125,1
2018-02-22,1.07158171,1.23265,1,1.23265,1
2018-02-23,1.06826288,1.22953,1,1.22953,1
2018-02-24,1.06826288,1.22953,1,1.22953,1
2018-02-25,1.06791974,1.22877,1,1.22877,1
2018-02-26,1.06530313,1.231555,1,1.231555,1
2018-02-27,1.06462264,1.22265,1,1.22265,1
2018-02-28,1.05887341,1.21915,1,1.21915,1
2018-03-01,1.06190936,1.22725,1,1.22725,1
2018-03-02,1.06687217,1.23174,1,1.23174,1
2018-03-03,1.06687217,1.23174,1,1.23174,1
2018-03-04,1.06609813,1.23168,1,1.23168,1
2018-03-05,1.06405623,1.233665,1,1.233665,1
